pokeID,dexID,isReleased,hasShadow
MINIOR,0774,False,False
KOMALA,0775,True,False
TURTONATOR,0776,True,False
TOGEDEMARU,0777,True,False
MIMIKYU,0778,False,False
BRUXISH,0779,True,False
DRAMPA,0780,True,False
DHELMISE,0781,True,False
JANGMO-O,0782,True,False
HAKAMO-O,0783,True,False
KOMMO-O,0784,True,False
TAPU KOKO,0785,True,False
TAPU LELE,0786,True,False
TAPU BULU,0787,True,False
TAPU FINI,0788,True,False
COSMOG,0789,True,False
COSMOEM,0790,True,False
SOLGALEO,0791,True,False
LUNALA,0792,True,False
NIHILEGO,0793,True,False
BUZZWOLE,0794,True,False
PHEROMOSA,0795,True,False
XURKITREE,0796,True,False
CELESTEELA,0797,True,False
KARTANA,0798,True,False
GUZZLORD,0799,True,False
NECROZMA,0800,True,False
MAGEARNA,0801,False,False
MARSHADOW,0802,True,False
POIPOLE,0803,True,False
NAGANADEL,0804,True,False
STAKATAKA,0805,True,False
BLACEPHALON,0806,True,False
ZERAORA,0807,False,False
DECIDUEYE_HISUIAN,0724-hisui,True,False
ORICORIO_POMPOM,0741-pompom,True,False
ORICORIO_PAU,0741-pau,True,False
ORICORIO_SENSU,0741-sensu,True,False
LYCANROC_MIDNIGHT,0745-midnight,True,False
LYCANROC_DUSK,0745-dusk,True,False
WISHIWASHI_SCHOOL,0746-school,False,False
NECROZMA_DUSK_MANE,0800-dusk,True,False
NECROZMA_DAWN_WINGS,0800-dawn,True,False
NECROZMA_ULTRA,0800-ultra,False,False
MELTAN,0808,True,False
MELMETAL,0809,True,False
GROOKEY,0810,True,False
THWACKEY,0811,True,False
RILLABOOM,0812,True,False
SCORBUNNY,0813,True,False
RABOOT,0814,True,False
CINDERACE,0815,True,False
SOBBLE,0816,True,False
DRIZZILE,0817,True,False
INTELEON,0818,True,False
SKWOVET,0819,True,False
GREEDENT,0820,True,False
ROOKIDEE,0821,True,False
CORVISQUIRE,0822,True,False
CORVIKNIGHT,0823,True,False
BLIPBUG,0824,False,False
DOTTLER,0825,False,False
ORBEETLE,0826,False,False
NICKIT,0827,True,False
THIEVUL,0828,True,False
GOSSIFLEUR,0829,True,False
ELDEGOSS,0830,True,False
WOOLOO,0831,True,False
DUBWOOL,0832,True,False
CHEWTLE,0833,False,False
DREDNAW,0834,False,False
YAMPER,0835,False,False
BOLTUND,0836,False,False
ROLYCOLY,0837,False,False
CARKOL,0838,False,False
COALOSSAL,0839,False,False
APPLIN,0840,True,False
FLAPPLE,0841,True,False
APPLETUN,0842,True,False
SILICOBRA,0843,False,False
SANDACONDA,0844,False,False
CRAMORANT,0845,False,False
ARROKUDA,0846,False,False
BARRASKEWDA,0847,False,False
TOXEL,0848,True,False
TOXTRICITY,0849,True,False
SIZZLIPEDE,0850,True,False
CENTISKORCH,0851,True,False
CLOBBOPUS,0852,False,False
GRAPPLOCT,0853,False,False
SINISTEA,0854,True,False
POLTEAGEIST,0855,True,False
HATENNA,0856,True,False
HATTREM,0857,True,False
HATTERENE,0858,True,False
IMPIDIMP,0859,False,False
MORGREM,0860,False,False
GRIMMSNARL,0861,False,False
OBSTAGOON,0862,True,True
PERRSERKER,0863,True,False
CURSOLA,0864,True,False
SIRFETCHD,0865,True,False
MR_RIME,0866,True,False
RUNERIGUS,0867,True,False
MILCERY,0868,False,False
ALCREMIE,0869,False,False
FALINKS,0870,True,False
PINCURCHIN,0871,False,False
SNOM,0872,False,False
FROSMOTH,0873,False,False
STONJOURNER,0874,True,False
EISCUE,0875,False,False
INDEEDEE,0876,False,False
MORPEKO,0877,True,False
CUFANT,0878,False,False
COPPERAJAH,0879,False,False
DRACOZOLT,0880,False,False
ARCTOZOLT,0881,False,False
DRACOVISH,0882,False,False
ARCTOVISH,0883,False,False
DURALUDON,0884,False,False
DREEPY,0885,True,False
DRAKLOAK,0886,True,False
DRAGAPULT,0887,True,False
ZACIAN,0888,True,False
ZAMAZENTA,0889,True,False
ETERNATUS,0890,False,False
KUBFU,0891,True,False
URSHIFU,0892,False,False
ZARUDE,0893,True,False
REGIELEKI,0894,True,False
REGIDRAGO,0895,True,False
GLASTRIER,0896,False,False
SPECTRIER,0897,False,False
CALYREX,0898,False,False
TOXTRICITY_LOWKEY,0849-lowkey,True,False
ZACIAN_CROWNED,0888-crowned,False,False
ZAMAZENTA_CROWNED,0889-crowned,False,False
URSHIFU_RAPID-STRIKE,0892-rapid-strike,False,False
WYRDEER,0899,True,False
KLEAVOR,0900,True,False
URSALUNA,0901,True,True
BASCULEGION,0902,False,False
SNEASLER,0903,True,True
OVERQWIL,0904,True,False
ENAMORUS,0905,True,False
ENAMORUS_THERIAN,0905-therian,False,False
SPRIGATITO,0906,True,False
FLORAGATO,0907,True,False
MEOWSCARADA,0908,True,False
FUECOCO,0909,True,False
CROCALOR,0910,True,False
SKELEDIRGE,0911,True,False
QUAXLY,0912,True,False
QUAXWELL,0913,True,False
QUAQUAVAL,0914,True,False
LECHONK,0915,True,False
OINKOLOGNE,0916,True,False
TAROUNTULA,0917,False,False
SPIDOPS,0918,False,False
NYMBLE,0919,True,False
LOKIX,0920,True,False
PAWMI,0921,True,False
PAWMO,0922,True,False
PAWMOT,0923,True,False
TANDEMAUS,0924,True,False
MAUSHOLD,0925,True,False
FIDOUGH,0926,True,False
DACHSBUN,0927,True,False
SMOLIV,0928,True,False
DOLLIV,0929,True,False
ARBOLIVA,0930,True,False
SQUAWKABILLY,0931,False,False
NACLI,0932,False,False
NACLSTACK,0933,False,False
GARGANACL,0934,False,False
CHARCADET,0935,True,False
ARMAROUGE,0936,True,False
CERULEDGE,0937,True,False
TADBULB,0938,True,False
BELLIBOLT,0939,True,False
WATTREL,0940,False,False
KILOWATTREL,0941,False,False
MASCHIFF,0942,False,False
MABOSSTIFF,0943,False,False
SHROODLE,0944,True,False
GRAFAIAI,0945,True,False
BRAMBLIN,0946,False,False
BRAMBLEGHAST,0947,False,False
TOEDSCOOL,0948,False,False
TOEDSCRUEL,0949,False,False
KLAWF,0950,False,False
CAPSAKID,0951,False,False
SCOVILLAIN,0952,False,False
RELLOR,0953,False,False
RABSCA,0954,False,False
FLITTLE,0955,False,False
ESPATHRA,0956,False,False
TINKATINK,0957,True,False
TINKATUFF,0958,True,False
TINKATON,0959,True,False
WIGLETT,0960,True,False
WUGTRIO,0961,True,False
BOMBIRDIER,0962,True,False
FINIZEN,0963,False,False
PALAFIN,0964,False,False
VAROOM,0965,True,False
REVAVROOM,0966,True,False
CYCLIZAR,0967,False,False
ORTHWORM,0968,False,False
GLIMMET,0969,False,False
GLIMMORA,0970,False,False
GREAVARD,0971,True,False
HOUNDSTONE,0972,True,False
FLAMIGO,0973,False,False
CETODDLE,0974,True,False
CETITAN,0975,True,False
VELUZA,0976,False,False
DONDOZO,0977,False,False
TATSUGIRI,0978,False,False
ANNIHILAPE,0979,True,True
CLODSIRE,0980,True,False
FARIGIRAF,0981,False,False
DUDUNSPARCE,0982,False,False
KINGAMBIT,0983,False,False
GREAT TUSK,0984,False,False
SCREAM TAIL,0985,False,False
BRUTE BONNET,0986,False,False
FLUTTER MANE,0987,False,False
SLITHER WING,0988,False,False
SANDY SHOCKS,0989,False,False
IRON TREADS,0990,False,False
IRON BUNDLE,0991,False,False
IRON HANDS,0992,False,False
IRON JUGULIS,0993,False,False
IRON MOTH,0994,False,False
IRON THORNS,0995,False,False
FRIGIBAX,0996,True,False
ARCTIBAX,0997,True,False
BAXCALIBUR,0998,True,False
GIMMIGHOUL,0999,True,False
GHOLDENGO,1000,True,False
WO-CHIEN,1001,False,False
CHIEN-PAO,1002,False,False
TING-LU,1003,False,False
CHI-YU,1004,False,False
ROARING MOON,1005,False,False
IRON VALIANT,1006,False,False
KORAIDON,1007,False,False
MIRAIDON,1008,False,False
WALKING WAKE,1009,False,False
IRON LEAVES,1010,False,False
DIPPLIN,1011,False,False
POLTCHAGEIST,1012,False,False
SINISTCHA,1013,False,False
OKIDOGI,1014,False,False
MUNKIDORI,1015,False,False
FEZANDIPITI,1016,False,False
OGERPON,1017,False,False
ARCHALUDON,1018,False,False
HYDRAPPLE,1019,False,False
GOUGING FIRE,1020,False,False
RAGING BOLT,1021,False,False
IRON BOULDER,1022,False,False
IRON CROWN,1023,False,False
TERAPAGOS,1024,False,False
PECHARUNT,1025,False,False
PALAFIN_HERO,0964-hero,False,False
TERAPAGOS_TERASTAL,1024-terastal,False,False
TERAPAGOS_STELLAR,1024-stellar,False,False
